sciName,comName,speciesCode
Ptilostomus afer,Piapiac,piapia1
Coloeus monedula,Eurasian Jackdaw,eurjac
Coloeus dauuricus,Daurian Jackdaw,daujac1
Coloeus monedula/dauuricus,Eurasian/Daurian Jackdaw,y01179
Corvus splendens,House Crow,houcro1
Corvus moneduloides,New Caledonian Crow,neccro1
Corvus unicolor,Banggai Crow,bancro1
Corvus enca,Sunda Crow,slbcro2
Corvus sierramadrensis,Sierra Madre Crow,slbcro5
Corvus samarensis,Samar Crow,slbcro6
Corvus celebensis,Sulawesi Crow,slbcro12
Corvus pusillus,Palawan Crow,slbcro7
Corvus violaceus,Violet Crow,slbcro3
Corvus typicus,Piping Crow,pipcro1
Corvus florensis,Flores Crow,flocro1
Corvus kubaryi,Mariana Crow,marcro1
Corvus validus,Long-billed Crow,lobcro1
Corvus woodfordi,Guadalcanal Crow,guacro1
Corvus meeki,Bougainville Crow,boucro1
Corvus fuscicapillus,Brown-headed Crow,brhcro1
Corvus tristis,Gray Crow,grycro1
Corvus capensis,Cape Crow,capcro2
Corvus frugilegus,Rook,rook1
Corvus frugilegus frugilegus,Rook (Western),rook2
Corvus frugilegus pastinator,Rook (Eastern),rook3
Corvus brachyrhynchos,American Crow,amecro
Corvus minutus,Cuban Palm-Crow,cupcro1
Corvus palmarum,Hispaniolan Palm-Crow,palcro1
Corvus nasicus,Cuban Crow,cubcro1
Corvus leucognaphalus,White-necked Crow,whncro1
Corvus jamaicensis,Jamaican Crow,jamcro1
Corvus imparatus,Tamaulipas Crow,tamcro
Corvus sinaloae,Sinaloa Crow,sincro1
Corvus ossifragus,Fish Crow,fiscro
Corvus splendens x ossifragus,House x Fish Crow (hybrid),x00465
Corvus brachyrhynchos/ossifragus,American/Fish Crow,y00414
Corvus hawaiiensis,Hawaiian Crow,hawcro
Corvus cryptoleucus,Chihuahuan Raven,chirav
Corvus corone,Carrion Crow,carcro1
Corvus corone corone,Carrion Crow (Western),carcro2
Corvus corone orientalis,Carrion Crow (Eastern),carcro3
Corvus cornix,Hooded Crow,hoocro1
Corvus cornix [cornix Group],Hooded Crow (Hooded),hoocro2
Corvus cornix capellanus,Hooded Crow (Mesopotamian),hoocro3
Corvus corone x cornix,Carrion x Hooded Crow (hybrid),x00636
Corvus corone/cornix,Carrion/Hooded Crow,y00743
Corvus macrorhynchos,Large-billed Crow,labcro1
Corvus macrorhynchos [macrorhynchos Group],Large-billed Crow (Large-billed),labcro2
Corvus macrorhynchos culminatus,Large-billed Crow (Indian Jungle),labcro3
Corvus macrorhynchos levaillantii,Large-billed Crow (Eastern),labcro4
Corvus corone/macrorhynchos,Carrion/Large-billed Crow,y01259
Corvus philippinus,Philippine Jungle Crow,labcro15
Corvus orru,Torresian Crow,torcro2
Corvus insularis,Bismarck Crow,torcro3
Corvus bennetti,Little Crow,litcro1
Corvus coronoides,Australian Raven,ausrav1
Corvus mellori,Little Raven,litrav1
Corvus tasmanicus,Forest Raven,forrav1
Corvus torquatus,Collared Crow,colcro1
Corvus albus,Pied Crow,piecro1
Corvus ruficollis,Brown-necked Raven,brnrav1
Corvus edithae,Somali Crow,somcro2
Corvus albus x edithae,Pied x Somali Crow (hybrid),x00466
Corvus sp. (crow sp.),crow sp.,crow
Corvus rhipidurus,Fan-tailed Raven,fatrav1
Corvus albicollis,White-necked Raven,whnrav1
Corvus crassirostris,Thick-billed Raven,thbrav1
Corvus corax,Common Raven,comrav
Corvus sp. (raven sp.),raven sp.,raven
Corvus sp.,crow/raven sp.,y00639
Corvidae sp.,corvid sp.,corvid2
Cnemophilus loriae,Loria's Satinbird,lorsat1
Cnemophilus macgregorii,Crested Satinbird,cresat1
Cnemophilus macgregorii sanguineus,Crested Satinbird (Red),cresat2
Cnemophilus macgregorii macgregorii,Crested Satinbird (Yellow),cresat3
Loboparadisea sericea,Yellow-breasted Satinbird,yebsat1
Melanocharis arfakiana,Obscure Berrypecker,obsber1
Melanocharis nigra,Black Berrypecker,blaber1
Melanocharis longicauda,Mid-mountain Berrypecker,lebber1
Melanocharis versteri,Fan-tailed Berrypecker,fatber1
Melanocharis citreola,Satin Berrypecker,satber1
Melanocharis striativentris,Streaked Berrypecker,strber1
Melanocharis crassirostris,Thick-billed Berrypecker,spober1
Melanocharis piperata,Spotted Berrypecker,spober3
Melanocharis sp.,Melanocharis berrypecker sp.,melber1
Toxorhamphus novaeguineae,Yellow-bellied Longbill,yeblon1
Toxorhamphus poliopterus,Slaty-chinned Longbill,slclon1
Toxorhamphus novaeguineae/poliopterus,Yellow-bellied/Slaty-chinned Longbill,y00888
Oedistoma iliolophus,Spectacled Longbill,dwahon2
Oedistoma pygmaeum,Pygmy Longbill,pyghon1
Callaeas wilsoni,North Island Kokako,kokako3
Callaeas cinereus,South Island Kokako,kokako4
Philesturnus rufusater,North Island Saddleback,saddle2
Philesturnus carunculatus,South Island Saddleback,saddle3
Heteralocha acutirostris,Huia,huia1
Notiomystis cincta,Stitchbird,stitch1
Amalocichla sclateriana,Greater Ground-Robin,grgrob1
Amalocichla incerta,Lesser Ground-Robin,legrob1
Pachycephalopsis poliosoma,White-eyed Robin,wherob1
Pachycephalopsis hattamensis,Green-backed Robin,grbrob1
Eugerygone rubra,Garnet Robin,garrob1
Petroica macrocephala,Tomtit,tomtit1
Petroica macrocephala [macrocephala Group],Tomtit (New Zealand),tomtit2
Petroica macrocephala dannefaerdi,Tomtit (Snares Is.),tomtit3
Petroica traversi,Black Robin,charob1
Petroica longipes,North Island Robin,nezrob2
Petroica australis,South Island Robin,nezrob3
Petroica bivittata,Subalpine Robin,alprob1
Petroica archboldi,Snow Mountain Robin,snmrob1
Petroica multicolor,Norfolk Robin,pacrob2
Petroica goodenovii,Red-capped Robin,recrob1
Petroica polymorpha,Solomons Robin,pacrob3
Petroica pusilla,Pacific Robin,pacrob1
Petroica pusilla [similis Group],Pacific Robin (Vanuatu),pacrob4
Petroica pusilla pusilla,Pacific Robin (Samoan),pacrob5
Petroica rosea,Rose Robin,rosrob1
Petroica rodinogaster,Pink Robin,pinrob1
Petroica phoenicea,Flame Robin,flarob1
Petroica boodang,Scarlet Robin,scarob2
Petroica boodang campbelli,Scarlet Robin (Campbell's),scarob3
Petroica boodang boodang/leggii,Scarlet Robin (Scarlet),scarob4
Petroica sp.,Petroica sp.,petroi1
Devioeca papuana,Canary Flyrobin,canfly2
Kempiella flavovirescens,Olive Flyrobin,olifly3
Kempiella griseoceps,Yellow-legged Flyrobin,yelfly4
Cryptomicroeca flaviventris,Yellow-bellied Flyrobin,yebrob1
Monachella muelleriana,Torrent Flyrobin,torfly1
Monachella muelleriana muelleriana,Torrent Flyrobin (Torrent),torfly2
Monachella muelleriana coultasi,Torrent Flyrobin (New Britain),torfly3
Microeca hemixantha,Golden-bellied Flyrobin,gobfly2
Microeca flavigaster,Lemon-bellied Flyrobin,lebfly3
Microeca flavigaster [flavigaster Group],Lemon-bellied Flyrobin (Lemon-bellied),lebfly1
Microeca flavigaster tormenti,Lemon-bellied Flyrobin (Kimberley),lebfly4
Microeca [undescribed form],Bismarck Flyrobin (undescribed form),bisfly1
Microeca fascinans,Jacky-winter,jacwin1
Microeca/Devioeca/Kempiella sp.,flyrobin sp.,microe1
Drymodes brunneopygia,Southern Scrub-Robin,sosrob1
Drymodes superciliaris,Northern Scrub-Robin,nosrob1
Drymodes beccarii,Papuan Scrub-Robin,papscr2
Heteromyias cinereifrons,Gray-headed Robin,gyhrob2
Heteromyias armiti,Black-capped Robin,ashrob2
Heteromyias albispecularis,Arfak Robin,gyhrob1
Leucophantes brachyurus,Black-chinned Robin,blcrob1
Plesiodryas albonotata,Black-throated Robin,bltrob1
Poecilodryas hypoleuca,Black-sided Robin,blsrob2
Poecilodryas superciliosa,White-browed Robin,whbrob2
Poecilodryas cerviniventris,Buff-sided Robin,busrob1
Melanodryas vittata,Dusky Robin,dusrob1
Melanodryas cucullata,Hooded Robin,hoorob1
Melanodryas bimaculata,White-rumped Robin,whrrob2
Melanodryas pulverulenta,Mangrove Robin,manrob1
Melanodryas sigillata,White-winged Robin,whwrob2
Melanodryas cyanus,Blue-gray Robin,bugrob1
Melanodryas cryptoleuca,Smoky Robin,smorob2
Eopsaltria placens,Banded Yellow Robin,olyrob1
Eopsaltria australis,Eastern Yellow Robin,yelrob1
Eopsaltria griseogularis,Western Yellow Robin,gybrob1
Eopsaltria georgiana,White-breasted Robin,whbrob1
Eopsaltria capito,Pale-yellow Robin,payrob1
Eopsaltria leucops,White-faced Robin,whfrob1
Picathartes gymnocephalus,White-necked Rockfowl,whnroc1
Picathartes oreas,Gray-necked Rockfowl,gynroc1
Chaetops frenatus,Cape Rockjumper,rufroc1
Chaetops aurantius,Drakensberg Rockjumper,orbroc1
Eupetes macrocerus,Malaysian Rail-babbler,marbab1
Hyliota flavigaster,Yellow-bellied Hyliota,yebhyl1
Hyliota australis,Southern Hyliota,souhyl1
Hyliota usambara,Usambara Hyliota,usahyl1
Hyliota violacea,Violet-backed Hyliota,vibhyl1
Stenostira scita,Fairy Flycatcher,faifly1
Chelidorhynx hypoxanthus,Yellow-bellied Fairy-Fantail,yebfan1
Elminia longicauda,African Blue Flycatcher,afbfly1
Elminia albicauda,White-tailed Blue Flycatcher,wtbfly1
Elminia nigromitrata,Dusky Crested Flycatcher,ducfly1
Elminia albiventris,White-bellied Crested Flycatcher,wbcfly1
Elminia albiventris albiventris,White-bellied Crested Flycatcher (White-bellied),whbcrf1
Elminia albiventris toroensis,White-bellied Crested Flycatcher (Toro),whbcrf2
Elminia albonotata,White-tailed Crested Flycatcher,wtcfly1
Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,gyhcaf1
Culicicapa helianthea,Citrine Canary-Flycatcher,citcaf1
Cephalopyrus flammiceps,Fire-capped Tit,fictit1
Sylviparus modestus,Yellow-browed Tit,yebtit3
Melanochlora sultanea,Sultan Tit,sultit1
Melanochlora sultanea [sultanea Group],Sultan Tit (Yellow-crested),sultit3
Melanochlora sultanea gayeti,Sultan Tit (Black-crested),sultit2
Periparus ater,Coal Tit,coatit2
Periparus ater britannicus/hibernicus,Coal Tit (British),coatit1
Periparus ater [ater Group],Coal Tit (Continental),coatit3
Periparus ater ledouci/atlas,Coal Tit (Atlas),coatit4
Periparus ater cypriotes,Coal Tit (Cyprus),coatit5
Periparus ater [phaeonotus Group],Coal Tit (Caucasus),coatit6
Periparus ater melanolophus,Coal Tit (Black-crested),bkctit2
Periparus ater [aemodius Group],Coal Tit (Himalayan),coatit7
Periparus ater ptilosus/kuatunensis,Coal Tit (Chinese),coatit8
Periparus rufonuchalis,Rufous-naped Tit,bkbtit2
Periparus rubidiventris,Rufous-vented Tit,ruvtit2
Periparus rufonuchalis/rubidiventris,Rufous-naped/Rufous-vented Tit,y01066
Periparus venustulus,Yellow-bellied Tit,yebtit4
Periparus elegans,Elegant Tit,eletit2
Periparus amabilis,Palawan Tit,paltit2
Lophophanes cristatus,Crested Tit,cretit2
Lophophanes dichrous,Gray-crested Tit,gyctit1
Sittiparus castaneoventris,Chestnut-bellied Tit,vartit3
Sittiparus olivaceus,Iriomote Tit,vartit2
Sittiparus varius,Varied Tit,vartit1
Sittiparus castaneoventris/varius,Chestnut-bellied/Varied Tit,y00982
Sittiparus owstoni,Owston's Tit,vartit4
Sittiparus semilarvatus,White-fronted Tit,whftit2
Poecile superciliosus,White-browed Tit,whbtit4
Poecile lugubris,Sombre Tit,somtit3
Poecile davidi,Pere David's Tit,pedtit1
Poecile palustris,Marsh Tit,martit2
Poecile hyrcanus,Caspian Tit,castit2
Poecile hypermelaenus,Black-bibbed Tit,bkbtit1
Poecile montanus,Willow Tit,wiltit1
Poecile montanus [montanus Group],Willow Tit (Willow),wiltit2
Poecile montanus [songarus Group],Willow Tit (Songar),sontit2
Poecile palustris/montanus,Marsh/Willow Tit,y00696
Poecile weigoldicus,Sichuan Tit,sictit1
Poecile carolinensis,Carolina Chickadee,carchi
Poecile atricapillus,Black-capped Chickadee,bkcchi
Poecile carolinensis x atricapillus,Carolina x Black-capped Chickadee (hybrid),x00195
Poecile carolinensis/atricapillus,Carolina/Black-capped Chickadee,y00033
Poecile gambeli,Mountain Chickadee,mouchi
Poecile gambeli [gambeli Group],Mountain Chickadee (Rocky Mts.),mouchi3
Poecile gambeli [baileyae Group],Mountain Chickadee (Pacific),mouchi4
Poecile atricapillus x gambeli,Black-capped x Mountain Chickadee (hybrid),x00623
Poecile atricapillus/gambeli,Black-capped/Mountain Chickadee,y00983
Poecile sclateri,Mexican Chickadee,mexchi
Poecile gambeli x sclateri,Mountain x Mexican Chickadee (hybrid),x01055
Poecile rufescens,Chestnut-backed Chickadee,chbchi
Poecile gambeli x rufescens,Mountain x Chestnut-backed Chickadee (hybrid),x01012
Poecile hudsonicus,Boreal Chickadee,borchi2
Poecile atricapillus x hudsonicus,Black-capped x Boreal Chickadee (hybrid),x00708
Poecile gambeli x hudsonicus,Mountain x Boreal Chickadee (hybrid),x00637
Poecile cinctus,Gray-headed Chickadee,gyhchi
Poecile montanus x cinctus,Willow Tit x Gray-headed Chickadee (hybrid),x00743
Poecile sp.,chickadee sp.,chicka1
Cyanistes caeruleus,Eurasian Blue Tit,blutit
Cyanistes teneriffae,African Blue Tit,afbtit2
Cyanistes cyanus,Azure Tit,azutit2
Cyanistes cyanus [cyanus Group],Azure Tit (Azure),azutit1
Cyanistes cyanus [flavipectus Group],Azure Tit (Yellow-breasted),yebtit5
Cyanistes caeruleus x cyanus,Eurasian Blue x Azure Tit (hybrid),x00965
Cyanistes caeruleus/cyanus,Eurasian Blue/Azure Tit,y01148
Baeolophus wollweberi,Bridled Titmouse,britit
Baeolophus inornatus,Oak Titmouse,oaktit
Baeolophus ridgwayi,Juniper Titmouse,juntit1
Baeolophus wollweberi/ridgwayi,Bridled/Juniper Titmouse,y01149
Baeolophus inornatus/ridgwayi,Oak/Juniper Titmouse (Plain Titmouse),y00326
Baeolophus bicolor,Tufted Titmouse,tuftit
Poecile carolinensis x Baeolophus bicolor,Carolina Chickadee x Tufted Titmouse (hybrid),x00709
Poecile atricapillus x Baeolophus bicolor,Black-capped Chickadee x Tufted Titmouse (hybrid),x00642
Baeolophus atricristatus,Black-crested Titmouse,blctit4
Baeolophus bicolor x atricristatus,Tufted x Black-crested Titmouse (hybrid),bcxtit1
Baeolophus bicolor/atricristatus,Tufted/Black-crested Titmouse,y00327
Pseudopodoces humilis,Ground Tit,grotit1
Parus monticolus,Green-backed Tit,grbtit1
Parus major,Great Tit,gretit1
Parus major [major Group],Great Tit (Great),gretit3
Parus major [bokharensis Group],Great Tit (Turkestan),turtit1
Parus cinereus,Asian Tit,cintit13
Parus cinereus [cinereus Group],Asian Tit (Cinereous),gretit2
Parus cinereus [minor Group],Asian Tit (Japanese),japtit4
Parus cinereus commixtus,Asian Tit (commixtus),japtit2
Parus cinereus amamiensis,Asian Tit (Amami),japtit1
Parus cinereus okinawae,Asian Tit (Okinawa),japtit5
Parus cinereus nigriloris,Asian Tit (Ishigaki),japtit3
Parus major/cinereus,Great/Asian Tit,y01315
Parus sp.,Parus sp.,parus1
Machlolophus nuchalis,White-naped Tit,whwtit2
Machlolophus holsti,Taiwan Yellow Tit,yeltit2
Machlolophus xanthogenys,Himalayan Black-lored Tit,blltit1
Machlolophus aplonotus,Indian Yellow Tit,indtit1
Machlolophus spilonotus,Yellow-cheeked Tit,yectit1
Melaniparus guineensis,White-shouldered Black-Tit,whsblt1
Melaniparus leucomelas,White-winged Black-Tit,whwblt3
Melaniparus rufiventris,Rufous-bellied Tit,rubtit3
Melaniparus rufiventris rufiventris/masukuensis,Rufous-bellied Tit (Rufous-bellied),rubtit1
Melaniparus rufiventris pallidiventris,Rufous-bellied Tit (Cinnamon-breasted),rubtit2
Melaniparus albiventris,White-bellied Tit,whbtit5
Melaniparus niger,Southern Black-Tit,soublt1
Melaniparus carpi,Carp's Tit,cartit2
Melaniparus niger/carpi,Southern Black-Tit/Carp's Tit,y01302
Melaniparus funereus,Dusky Tit,dustit2
Melaniparus griseiventris,Miombo Tit,miotit2
Melaniparus fasciiventer,Stripe-breasted Tit,stbtit2
Melaniparus thruppi,Somali Tit,somtit4
Melaniparus fringillinus,Red-throated Tit,rettit2
Melaniparus leuconotus,White-backed Black-Tit,whbblt1
Melaniparus cinerascens,Ashy Tit,ashtit2
Melaniparus afer,Gray Tit,grytit1
Melaniparus cinerascens/afer,Ashy/Gray Tit,y01303
Melaniparus sp.,african tit sp.,afrtit1
Paridae sp.,parid sp.,parid1
Auriparus flaviceps,Verdin,verdin
Remiz pendulinus,Eurasian Penduline-Tit,euptit1
Remiz macronyx,Black-headed Penduline-Tit,bhptit1
Remiz pendulinus x macronyx,Eurasian x Black-headed Penduline-Tit (hybrid),x01080
Remiz pendulinus/macronyx,Eurasian/Black-headed Penduline-Tit,y01265
Remiz coronatus,White-crowned Penduline-Tit,wcptit1
Remiz consobrinus,Chinese Penduline-Tit,chptit1
Remiz sp.,Remiz sp.,remiz1
Anthoscopus punctifrons,Sennar Penduline-Tit,septit1
Anthoscopus musculus,Mouse-colored Penduline-Tit,mcptit1
Anthoscopus parvulus,Yellow Penduline-Tit,yeptit1
Anthoscopus flavifrons,Forest Penduline-Tit,foptit1
Anthoscopus caroli,African Penduline-Tit,afptit1
Anthoscopus caroli [ansorgei Group],African Penduline-Tit (White-bellied),afrpet2
Anthoscopus caroli sylviella/sharpei,African Penduline-Tit (Buff-bellied),afrpet1
Anthoscopus caroli roccatii,African Penduline-Tit (Yellow-bellied),afrpet3
Anthoscopus caroli rankinei,African Penduline-Tit (Slaty-backed),afrpet4
Anthoscopus caroli [caroli Group],African Penduline-Tit (Buff-vented),afrpet5
Anthoscopus minutus,Southern Penduline-Tit,soptit1
Chersomanes albofasciata,Spike-heeled Lark,sphlar12
Chersomanes beesleyi,Beesley's Lark,beelar1
Alaemon alaudipes,Greater Hoopoe-Lark,grhlar1
Alaemon alaudipes boavistae,Greater Hoopoe-Lark (Cape Verde),grehol1
Alaemon alaudipes [alaudipes Group],Greater Hoopoe-Lark (Mainland),grehol2
Alaemon hamertoni,Lesser Hoopoe-Lark,lehlar1
Ammomanopsis grayi,Gray's Lark,gralar2
Certhilauda chuana,Short-clawed Lark,shclar1
Certhilauda subcoronata,Karoo Long-billed Lark,klblar6
Certhilauda subcoronata benguelensis/kaokoensis,Karoo Long-billed Lark (Benguela),benlar1
Certhilauda subcoronata [subcoronata Group],Karoo Long-billed Lark (Karoo),klblar1
Certhilauda semitorquata,Eastern Long-billed Lark,elblar1
Certhilauda curvirostris,Cape Long-billed Lark,y00415
Certhilauda curvirostris curvirostris/falcirostris,Cape Long-billed Lark (Cape),caplar1
Certhilauda curvirostris brevirostris,Cape Long-billed Lark (Agulhas),agular1
Certhilauda sp.,long-billed lark sp.,loblar1
Pinarocorys erythropygia,Rufous-rumped Lark,rurlar1
Pinarocorys nigricans,Dusky Lark,duslar1
Ramphocoris clotbey,Thick-billed Lark,thblar1
Ammomanes cinctura,Bar-tailed Lark,batlar1
Ammomanes phoenicura,Rufous-tailed Lark,rutlar2
Ammomanes deserti,Desert Lark,deslar1
Ammomanes sp.,Ammomanes sp.,ammoma1
Eremopterix australis,Black-eared Sparrow-Lark,beslar1
Eremopterix hova,Madagascar Lark,madlar1
Eremopterix leucotis,Chestnut-backed Sparrow-Lark,cbslar1
Eremopterix nigriceps,Black-crowned Sparrow-Lark,bcslar1
Eremopterix griseus,Ashy-crowned Sparrow-Lark,ascspl1
Eremopterix signatus,Chestnut-headed Sparrow-Lark,chhspl1
Eremopterix verticalis,Gray-backed Sparrow-Lark,gybspl1
Eremopterix leucopareia,Fischer's Sparrow-Lark,fislar1
Eremopterix sp.,sparrow-lark sp.,sparro2
Calendulauda rufa,Rusty Lark,ruslar1
Calendulauda sabota,Sabota Lark,sablar2
Calendulauda sabota [naevia Group],Sabota Lark (Bradfield's),sablar1
Calendulauda sabota [sabota Group],Sabota Lark (Sabota),sablar3
Calendulauda gilletti,Gillett's Lark,gillar1
Calendulauda poecilosterna,Pink-breasted Lark,piblar3
Calendulauda africanoides,Fawn-colored Lark,faclar8
Calendulauda africanoides [africanoides Group],Fawn-colored Lark (Fawn-colored),faclar2
Calendulauda africanoides alopex/intercedens,Fawn-colored Lark (Foxy),foxlar1
Calendulauda albescens,Karoo Lark,karlar2
Calendulauda burra,Red Lark,ferlar2
Calendulauda erythrochlamys,Dune Lark,dunlar5
Calendulauda erythrochlamys barlowi,Dune Lark (Barlow's),barlar2
Calendulauda erythrochlamys patae,Dune Lark (Coastal),barlar4
Calendulauda erythrochlamys cavei,Dune Lark (Cave's),barlar3
Calendulauda erythrochlamys erythrochlamys,Dune Lark (Dune),dunlar3
Calendulauda albescens x erythrochlamys,Karoo x Dune Lark (hybrid),x00863
Heteromirafra archeri,Liben Lark,liblar1
Heteromirafra ruddi,Rudd's Lark,rudlar1
Plocealauda microptera,Burmese Bushlark,burbus1
Plocealauda erythrocephala,Indochinese Bushlark,indbus3
Plocealauda affinis,Jerdon's Bushlark,jerbus2
Plocealauda erythroptera,Indian Bushlark,indbus2
Plocealauda assamica,Bengal Bushlark,benbus1
Plocealauda affinis/erythroptera,Jerdon's/Indian Bushlark,y00744
Mirafra passerina,Monotonous Lark,monlar2
Mirafra cordofanica,Kordofan Lark,korlar1
Mirafra williamsi,Williams's Lark,willar1
Mirafra pulpa,Friedmann's Lark,frilar1
Mirafra albicauda,White-tailed Lark,whtlar1
Mirafra cheniana,Melodious Lark,latlar1
Mirafra javanica,Singing Bushlark,sinbus6
Mirafra javanica [cantillans Group],Singing Bushlark (Singing),sinbus1
Mirafra javanica [javanica Group],Singing Bushlark (Australasian),ausbus2
Plocealauda erythrocephala/Mirafra javanica,Indochinese/Singing Bushlark,y01340
Plocealauda erythroptera/Mirafra javanica,Indian/Singing Bushlark,y01118
Plocealauda/Mirafra sp.,Plocealauda/Mirafra sp.,y01344
Mirafra sp.,Mirafra sp.,mirafr1
Amirafra collaris,Collared Lark,collar1
Amirafra rufocinnamomea,Flappet Lark,flalar1
Amirafra angolensis,Angola Lark,anglar1
Corypha kurrae,Highland Lark,higlar1
Corypha kurrae kurrae,Highland Lark (Sudan),runlar3
Corypha kurrae stresemanni/bamendae,Highland Lark (Bamenda),runlar4
Corypha kurrae henrici/batesi,Highland Lark (Western),higlar2
Corypha apiata,Cape Clapper Lark,caclar1
Corypha apiata apiata,Cape Clapper Lark (Cape),caclar2
Corypha apiata marjoriae,Cape Clapper Lark (Agulhas),caclar3
Corypha fasciolata,Eastern Clapper Lark,eaclar1
Corypha kabalii,Plains Lark,plalar1
Corypha kabalii kabalii,Plains Lark (Kabali's),runlar18
Corypha kabalii malbranti,Plains Lark (Malbrant's),runlar8
